OPENADMET_INCHIKEY,OPENADMET_CANONICAL_SMILES,logD
AENWDQPNVSPTBK-UHFFFAOYSA-N,O=C(CN(C(=O)C1=CC=CN=C1)C1CCCCC1)NC1=CC(F)=CC(F)=C1,2.7
AEOSDPHCSPJLGL-SANMLTNESA-N,O=C(NC1=CC=C(OC2=CC=C(F)C=C2)C=C1)N1CCC2=NC=CC=C2[C@@H]1C1=CC=C(F)C=C1,3.9
AEPAFRQANVZXJP-UHFFFAOYSA-N,O=C(C1=NN2C=CN(CC3=CC=C(Cl)C(Cl)=C3)C(=O)C2=C1)N1CCCCC1,3.5
AEPGROUWXONGID-WKILWMFISA-N,CC(C)C1=C2C(N[C@H]3CC[C@H](N4CCOCC4)CC3)=NC=NN2C=C1,2.8
AEQHEVDDTLOOMD-UHFFFAOYSA-N,C1=CC=C(N2CCN(CCCCCCN3CCN(C4=CC=NC5=CC=CC=C45)CC3)CC2)C=C1,3.1
AEQYZGAQFDSQIR-UHFFFAOYSA-N,CN(CCCOCCOCCC1=CC=CC=C1)CCC1=CC=C(O)C2=C1SC(=O)N2,2.44
AERGUXSQVIYUEA-AWEZNQCLSA-N,O=C(NCC1=CC=C(CN2CC[C@H](O)C2)C=C1)C1=CSC2=C1C(=O)N=CN2,0.37
AETFNKUXBOOIGL-KIYNQFGBSA-N,CNC(=O)C1=CC(C(=O)NC(C)CO)=C([C@@H](C)C2=CC=CC=C2)O1,2.7
AEUGSEBGIGJDKN-UHFFFAOYSA-N,CNC1=NC(NCCCN(C)C)=C2SC(C3=CC=C(NS(C)(=O)=O)C=C3)=CC2=N1,2.1
AEUZLDSGYXKDAO-GFCCVEGCSA-N,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=CC=CC=C21,2.2
AEVDCVQMCTUJJP-UHFFFAOYSA-N,ClC1=CC=CC(Br)=C1N(CC1CC1)C1=NCCN1,-0.79
AEVVVSRGWZCNOJ-YNVDLFDSSA-N,C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(C2=CC=C3C(N)=NC=NN23)[C@](C)(O)[C@@H]1O)OC1=CC=CC=C1)C(=O)OC1CCCC1,2.2
AEWDDZISUFVJOR-SJORKVTESA-N,CC(C)N(CCNC(=O)[C@H]1C[C@@H]1C1=CC=CC=C1)C(C)C,1.0
AEXFXNFMSAAELR-RXVVDRJESA-N,CN1C(=O)OC2=CC=C(C3=CC=C(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)C=C3)C=C21,0.8
AEXHDVQUMQTOMN-UHFFFAOYSA-N,O=C(NOCC1=CC=CC=C1)NC1=CC=C2C(C3=CC=NC=C3)=CNC2=C1,3.54
AEYRDESTWAYZTA-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2C3=CC=C(Cl)C=C3CCC3=CC=C[N+]([O-])=C23)CC1,2.8
AEYXIKDIKWBAPI-XUEUYAKLSA-N,CN1CCC2=C(C1)SC(C(=O)N[C@@H]1C[C@@H](C(=O)N3CCCC3)CC[C@@H]1NC(=O)C1=CC3=CC(Cl)=CC=C3N1)=N2,3.2
AEYYUVYSMXDKHY-UHFFFAOYSA-N,CCCNC1=NC(NC2=CC=C(S(=O)(=O)N3CCN(C)CC3)C=C2)=NC2=CC=CC=C12,3.92
AEZHLKLKXDQVKH-UHFFFAOYSA-N,CC1=C(F)C=CC(N2C=C(C(=O)O)C(=O)C3=CC(F)=C(N4CCNCC4)C=C32)=C1F,-1.12
AEZTVIRXMXYESO-NRFANRHFSA-N,COC1CN(C(=O)C2=CC3=C(N=C(C)N3C)C3=C2CC[C@@H](C2=CC=C(Cl)C=C2C)O3)C1,3.31
AEZZJXJIJFSUEM-JOCHJYFZSA-N,CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCCO[C@@H]2CN2C=CC(C3=CC=C(F)C=N3)=N2)=C1,2.56
AEZZJXJIJFSUEM-QFIPXVFZSA-N,CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCCO[C@H]2CN2C=CC(C3=CC=C(F)C=N3)=N2)=C1,2.58
AFBKWRWMZOOOIR-KRWDZBQOSA-N,COC1=CC(C2=NN=C3[C@H](C4=CC=C(Cl)C=C4C(F)(F)F)CCCN23)=CC=C1C1=CN=C(C)O1,3.5
AFBKWRWMZOOOIR-QGZVFWFLSA-N,COC1=CC(C2=NN=C3[C@@H](C4=CC=C(Cl)C=C4C(F)(F)F)CCCN23)=CC=C1C1=CN=C(C)O1,3.5
AFBKWRWMZOOOIR-UHFFFAOYSA-N,COC1=CC(C2=NN=C3C(C4=CC=C(Cl)C=C4C(F)(F)F)CCCN23)=CC=C1C1=CN=C(C)O1,3.5
AFCGITZRNNYNKV-UHFFFAOYSA-N,FC1=CC=C(CNC2=CC=CC3=C2N=C(C(F)(F)F)N3)C=C1,2.0
AFCHDIUKBZSOPK-UHFFFAOYSA-N,CC1=C(C)N2C=CC3=C(OC(C4=CC=CC=C4)CC3)C2=N1,3.5
AFDVDAHTBLHGPV-OAQYLSRUSA-N,CC(=O)N1CC(C#CC#CC2=CN3C(=O)N(CC[C@](C)(C(O)=NO)S(C)(=O)=O)CC3=C2)C1,0.3
AFEBHRCWGQPGHD-UHFFFAOYSA-N,O=C1CCC(N2C(=O)C3=CC=C(C(=O)NCCOCCOCCOCC4=CC=CC=C4)C=C3C2=O)C(=O)N1,1.9
AFEOUEVRAOUNCG-UHFFFAOYSA-N,O=C1NN(CC2=CSC=C2)C(=O)C2=C1NC1=CC(Cl)=CC=C1C2=O,1.2
AFERYSFBXAPRQW-UHFFFAOYSA-N,CC(=O)N(CCCF)C1=CC=CC(C2=CC=NC3=C(C(=O)C4=CC=CS4)C=NN23)=C1,2.365
AFGPVGJVUMWQDE-PCLIKHOPSA-N,CN1CCN(CCCCN2C(O)=CN(/N=C/C3=CC=C(C4=CC=C(Cl)C=C4)O3)C2=O)CC1,2.05
AFHOJMBCVQFAGV-UHFFFAOYSA-N,CC1=CC(OCC2(O)CCS(=O)(=O)CC2)=CC(C)=C1C1=CC=CC(CNC2=CC=C(CCC(=O)O)C(F)=C2)=C1,2.14
AFHZNYOZSHABDK-CALCHBBNSA-N,C[C@@H]1CN(CC2=CC(Cl)=CC=C2OCC(=O)O)C[C@H](C)N1C(=O)CC1=CC=CC=C1,0.7
AFIWRMSGZOGOIP-JSGCOSHPSA-N,CC[C@H](NC1=CC=C2C(=C1)OCCN1C=C(N3C(=O)OC[C@H]3C(F)(F)F)N=C21)C(N)=O,1.4
AFJBIEFMCXULHJ-UHFFFAOYSA-N,CCN(C(=O)CC1=CC=C(S(C)(=O)=O)C=C1)C1CCN(CC2=CC=C(C(F)(F)F)C=C2)CC1,2.9
AFJDADLIMRSOLW-UHFFFAOYSA-N,CC1=CC=CN=C1OC1=CC=C2N=C(COC3=CC=CC(C(=O)O)=C3)N(C)C2=C1,0.9
AFJHKIIBTSRTTA-UHFFFAOYSA-N,CN(C)CCNC1=CC(C2=CC=C(F)C=C2)=C(C#N)C2=NC3=CC=CC=C3N12,1.41
AFJRYPJIKHMNGL-UHFFFAOYSA-N,FC(F)C1=C2CN3N=CN=C3C3=CC(Br)=CC=C3N2C=N1,1.9
AFKQHHWNLCNDIV-DCJPBNRXSA-N,O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)C1=CN=C(NC2COC2)N=C1OC1CCC1,2.6
AFLMAKWBDIJYRX-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)NC2=CC=C3N=CSC3=C2)CC1,5.45
AFMVRVIXWIUOFA-UHFFFAOYSA-N,O=C(C1=COC=N1)N1CCC(C(=O)N2N=CCC2C2=CC=CC=C2)CC1,2.9
AFNLQGLNMCZATE-LBPRGKRZSA-N,C[C@H](OC1=CC2=CC(C(N)=O)=CC=C2N=C1N)C1=CC2=C(C=NN2)C=C1N1C=CC=N1,2.7
AFNWNAQLFRUEHP-OAQYLSRUSA-N,COC1=CC=C(C2=CC=C3NN=C(C(=O)N[C@H](CO)C4=CC=CC=C4)C3=C2)C=C1,4.0
AFOMVRCEBSCUIX-UHFFFAOYSA-N,COCCN(C)S(=O)(=O)C1=CN(CC2=CC=C(F)C=C2)C2=CN=C3C(=O)N(O)CCC3=C12,1.14
AFOVOYRODSYDMK-UHFFFAOYSA-N,CC1=C(C(=O)NC2CC2)NC=C1CC1=CC=C(C(F)(F)F)N=C1,2.8
AFOZVZYVBHUZEY-UHFFFAOYSA-N,CCNC(=O)C(C)N(CC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C1CCC(=O)N(C)C1,3.9
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,O=C(O)C1=CC=CC([N+](=O)[O-])=C1,-0.405
AFPODXVEPNVDCE-HXUWFJFHSA-N,C[C@@H]1CCCN1CCC1=CC=C2N=C(C3=CC=C(N4C=CC(=O)C=C4)C=C3)C=CC2=C1,3.4
AFPOJEVGADOZQT-UHFFFAOYSA-N,COC1=CC=C(Cl)C=C1S(=O)(=O)N1CCC2=C(C)C=C(C(=O)NC3=CC=C(C(=O)O)C=C3)C=C21,2.58
AFQDPNHISVHDMI-UHFFFAOYSA-N,COC1=CC=C(C2=CC(C3=CC=C(S(C)(=O)=O)C(F)=C3)=CN=C2N)C=N1,2.5
AFQHFFOZYNIEDF-UHFFFAOYSA-N,CC(C)(C)C(=O)N1N=CCC1C1=CC=CN=C1,3.2
AFRBZPJHNRSOJU-UHFFFAOYSA-N,CCOC(=O)C1C(=NC(C)=O)OC2=CC(O)=CC=C2C1C1=CN=C2C=CC=CC2=C1,4.05
AFRSJPKOQUIUFL-JTQLQIEISA-N,COC1=CC(O)=C2CSC[C@@H](C3=NC(C)=NO3)NC(=O)CNC(=O)COC(=O)C2=C1Br,1.4
AFTNYQQEGYCLRW-DHDCSXOGSA-N,O=C(NCC1=CC=C(F)C=C1)/C(=C/C1=CC=C(F)C=C1)C(O)=NO,1.7
AFTUPWIMZJVSAD-XCSXSTNHSA-N,CC(C)C[C@H](NC(=O)[C@@H](/C=C/CNC(=O)CNC(=O)[C@@H](N)CC1=CC=C(O)C=C1)CC1=CC=CC=C1)C(=O)O,-0.07
AFVBZUWBUBBTKS-UHFFFAOYSA-N,C1=CC=C(CCC2=NNN=N2)C=C1,-0.25
AFWAUMVEGSSLOX-UHFFFAOYSA-N,N#CC1=CC2=CC=C(N3CCCCC3)C=C2N2C1=NC1=CC=CC=C12,7.035
AFXIGYAMVDCBEW-UHFFFAOYSA-N,C=C(CCCCC)C1=C(C)NC2=CC(OC)=C(Cl)C=C2C1=O,3.58
AFYWOFAPVSDDEN-UHFFFAOYSA-N,O=C(O)C1=CC=C(NC(=O)C2=CC=C(NS(=O)(=O)C3=CC(Cl)=CC(Cl)=C3)S2)C=C1,-1.09
AFZQRJFFVGYHPD-UHFFFAOYSA-N,CC(=O)NC1=CC(S(=O)(=O)NC2=CC=C(F)C=C2F)=CC2=C1N(CCCC1=CC=CC=C1)CC2,2.8
AFZZAPRHJGPRBA-UHFFFAOYSA-N,COCCOC1=NN(C)C2=NC=NC(NS(=O)(=O)C3=CC=CC(Cl)=C3Cl)=C12,2.3
AGACGKXRGJHJFX-GECRCPRRSA-N,CC(C)[C@H](O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCC1=CC=NC=C1)C(C)C,2.73
AGAIQORVSOOHGD-UHFFFAOYSA-N,CC(=O)N(CCF)C1=CC=CC(C2=CC=NC3=C(C(=O)C4=CC=CS4)C=NN23)=C1,2.62
AGARBPGXQVNMHR-UHFFFAOYSA-N,O=C(NOCCO)C1=C(NC2=CC=C(I)C=C2F)N2C=NC=C2C=N1,2.1
AGAYTMFQRZZPGY-UHFFFAOYSA-N,CC(C)OC(=O)N1CCC(OC2=CC=NC(N3CCC4=CC(S(C)(=O)=O)=CC=C43)=C2)CC1,3.0
AGBAXQVYEJWKGJ-UHFFFAOYSA-N,CN1CCN(C2=CC(C3=CC4=NNC5=C4C(=C3)OC3=CC=CC=C3N5)=NC(N)=N2)CC1,3.4
AGCIIRILODTNNC-UHFFFAOYSA-N,CC1=CC(NCCN2CCN(C)CC2)=NC2=CC=C(NC(=O)C3=CC=C(Cl)C(Cl)=C3)C=C12,1.73
AGDVFPLNDDIXBY-OAHLLOKOSA-N,C[C@@H]1CCCN1CCC1=CC=C2N=C(C3=NC4=NC=NN4C=C3)C=CC2=C1,2.5
AGFAYGVKNQKYQL-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=CC(NC2=NC=CC(C3=CC=CC=C3)=N2)=C1,2.9
AGHDPPGOJJYURV-AUWJEWJLSA-N,CS(=O)(=O)NC1=CC=C(C2=CN=CC(/C=C3\SC(=N)NC3=O)=C2)C=C1,0.66
AGHXCKLYYIUDCG-UHFFFAOYSA-N,CC1=CN(C2=CC=C3C(=O)N(CC4=CC=CC5=CC=C(C(F)(F)F)C=C45)CCN3C2=O)C=N1,3.3
AGHYWROLEMGBLK-UHFFFAOYSA-N,FC1=CC=C(C2=C(C3=CC=NC(NC4=CC=C(N5CCNCC5)C=C4)=N3)SC(N3CCOCC3)=N2)C=C1,3.99
AGJHOJDCPSVSPB-BQYQJAHWSA-N,COC1=CC(/C=C/C(=O)N2CCC(N3C(=O)NC4=CC=CC=C43)CC2)=C([N+](=O)[O-])C=C1OC,3.0
AGJUGSILXZJETL-UHFFFAOYSA-N,CSC1=NC2=CC(Cl)=CC=C2N1C,4.11
AGKHEEIAZSUNMY-KHKPUGPUSA-N,CCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(C2=CC=C3C(N)=NC=NN23)[C@](C)(O)[C@@H]1O)OC1=CC=CC=C1,1.6
AGLCGCXQQDBYKJ-UHFFFAOYSA-N,COC1=CC=CC(NCCC2(C3=CC=CC=C3)CC(C)(C)OC(C)(C)C2)=C1,4.83
AGLVDKDFDZSFKB-UHFFFAOYSA-N,O=C1CCC(COC(=O)N2CCC(COC3=CC=C(F)C=C3Cl)CC2)N1,2.7
AGMZWJCXRAGFQR-UHFFFAOYSA-N,C1=CC=C(CN2CCN(CC3=NC(C4=CC=CC=C4)=NO3)CC2)C=C1,5.1
AGNDCABXSVNYAY-UHFFFAOYSA-N,O=C(O)C1=CN=CC(C2=C(C3=CC(Cl)=CC=C3OCC3=CC=C(F)C=C3F)CCC2)=N1,1.6
AGNSVTMIORSRHI-UHFFFAOYSA-N,CCC(=O)C1=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2C(=O)N1CC1=NN(C)C(C(=O)N(C)C)=C1,3.91
AGOGGKXFKNFMIO-UHFFFAOYSA-N,CCN1C=NC2=C(C3=CC=C(F)C(C4=CC=C(C(=O)N(C)C)C=C4)=C3)C=NN=C21,2.5
AGOYDEPGAOXOCK-KCBOHYOISA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,2.9899999999999998
AGPAJYGJZLIGFE-UHFFFAOYSA-N,CNC1=NC(NCCCN(C)C)=C2SC(C3=CC=C(C(F)(F)F)N=C3)=CC2=N1,3.0
AGPHAHMFQBJNBN-VXKWHMMOSA-N,CSC1=CC=C(CC2=CC3=C(N=CN([C@H]4CCCC[C@@H]4O)C3=O)C3=CC=CC=C23)C=N1,3.2
AGSMKBYNAKIVTB-UHFFFAOYSA-N,O=C1CCCC2=CN=CC=C12,1.0
AGSWPZXGFSITHZ-GOSISDBHSA-N,C[C@@H]1CCCN1CCCOC1=CC=C(N2CCN(C(=O)C3=CC(F)=CC(F)=C3)CC2=O)C=C1,-0.02
AGSWPZXGFSITHZ-SFHVURJKSA-N,C[C@H]1CCCN1CCCOC1=CC=C(N2CCN(C(=O)C3=CC(F)=CC(F)=C3)CC2=O)C=C1,0.09
AGTGRRLYPSCMPU-UHFFFAOYSA-N,O=C(C1=NN=C(C2=CC=CC=C2)O1)N1CC(OC2=CC=C(CN3CC4(CCCO4)C3)C=C2)C1,2.6
AGURDNGBKLMQQK-FTTVTTNZSA-N,CCC/N=C1\S/C(=C\C2=CC=C(C(=O)OCC3COC(=O)O3)C=C2)C(=O)N1C1=CC=CC=C1O,2.8
AGUSBSWEUMEPIM-BTDLBPIBSA-N,C[C@@H]1N=C(C2=NSN=C2)N[C@@]1(C1=CC=C(F)C=C1)C1=CC=C(F)N=C1,3.1
AGUXCEHLNYBTHS-UHFFFAOYSA-N,COC1=CC=C2C(=C1)C(=O)C(CC1=CC=CC=C1)=C(C)N2C,2.73
AGVDOYWCKNTPHC-UHFFFAOYSA-O,C=C(C)CCOC[N+]1=C(/C=N/O)N(C)C=C1,-1.41
AGVMOISFBMDLSM-UHFFFAOYSA-N,CCS(=O)(=O)C1=CC=C2OC3=CC=CC=C3CCCOC3=CC(=O)N(C)C=C3C2=C1,2.8
AGVUEZNRBIZFEF-ZOUMWYHVSA-N,N#CC1CC(OC2=NC([C@H]3CCCO3)=C(C(=O)NC3C4CC5CC3CC(O)(C5)C4)S2)C1,2.4
AGWWXSQXUZZVCL-OKILXGFUSA-N,CCOC1=NC(NC2=CC=C(C(=O)N3C[C@@H](C)O[C@@H](C)C3)C=C2OC)=NC2=C1C=CN2,5.7
AGZFZUWEZRMIFV-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(NC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)NC2=CC=C(S(N)(=O)=O)C=C2F)CC(=O)O)C(F)=C1,1.534
AHAJYBOHYHQINR-QUMGSSFMSA-N,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](N1C(C)=NC3=C1CN(C(C)C)CC3)C2)C1=CC=CC=C1,0.8
AHAQFZBVHBOHFW-UHFFFAOYSA-N,CNC(=O)C1=CC(C(=O)NC(C)C)=CN(CC2=CC=CC=C2)C1=O,3.6
AHCUZFSXUJVVCW-UHFFFAOYSA-N,O=C(C1=CC=C(COC2=CC=CC=C2)C=C1)C1=CNC2=NC=C(C3=CN(C4CCNCC4)N=C3)C=C12,3.2
AHDJUODOSVKKRA-XMMPIXPASA-N,COC1=CC=C2C(=N1)CCN(C(=O)C1CN(CC(=O)O)C1)[C@H]2C(=O)NC1=CC(F)=C2C(=C1)CCC2(C)C,3.39
AHELLBCZAMXCSX-UHFFFAOYSA-N,CN(C)CCCNC1=CC(C2=CC=CC(F)=C2)=C(C#N)C2=NC3=CC=CC=C3N12,1.54
AHFARWUGWOGTLO-UHFFFAOYSA-N,CC1=NC2=CC=C(C3=CC=NC4=C3C=C(C3CCN(CC(=O)N(C)C)CC3)N4)C=C2N1C(C)C,3.1
AHFWNEDKDLPNEU-NEPJUHHUSA-N,CO[C@H]1CN(C2=NC(C3=CN=CN=C3)=C(C(=O)O)S2)CC[C@H]1NC(=O)C1=C(Cl)C(Cl)=C(C)N1,0.35
AHGGSGSNJKKZCO-UHFFFAOYSA-N,CC(C)(C)NC(=O)C1=C2C=CC=CC2=C(O)N1CC1=CC=C(F)C=C1C1=CC=CC=C1,5.2
AHGOKPDFWFJIGO-UHFFFAOYSA-N,C=C1C=C2C(O)=C(O)C3=C(OC(CNC4=CC=CC(F)=C4)=C3C)C2=CC1=C,4.21
AHHGVSZRWGXENV-MFKMUULPSA-N,CN(C)C1=CC(NC2=NN([C@H]3COCC[C@@H]3C#N)C=C2C(N)=O)=CC(F)=N1,2.07
AHIMCKJCILHXFM-UHFFFAOYSA-N,O=C(CF)N(CC1=COC=C1)C1=CC=CC=C1OC1=CC=CC=C1,1.79
AHIVDMYTJFPCST-UHFFFAOYSA-N,O=C(NCCN1C2CCC1CC(OC(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1)C2)C1=CC=CN=C1,2.62
AHJLSKISZFWOIP-UHFFFAOYSA-N,CC1=NC2=C(C3=CC=C(F)C=C3)C=NN2C(NC(C)C2=CC=CC=N2)=C1C,4.3
AHJVYEVAZIHMEK-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(CN2C=CN3C=C(C(=O)N4CCCCC4)N=C3C2=O)C=C1,4.1
AHMGYTNWXZZFLL-RUDMXATFSA-N,COC1=CC=C(C(=O)/C=C/C2=CC(CN3CCN(C4=CC=NC5=CC(Cl)=CC=C45)CC3)=C(O)C(OC)=C2)C(OC)=C1,3.55
AHNOXOHNXKVFAH-XWGVYQGASA-N,CC(=O)N1CCO[C@H](C(=O)N[C@H]2C3=CC=CC=C3C[C@@H]2NC(=O)C2=CC=C3C(=C2)C=CN3C)C1,2.2
AHOSVWQBRHCKAW-UHFFFAOYSA-N,COCC(=O)N1CCC(N2N=C(C)C(NC3=NC=C(Cl)C(C4=C5C=CC=CN5N=C4)=N3)=C2C)CC1,2.8
AHOUBRCZNHFOSL-YOEHRIQHSA-N,FC1=CC=C([C@@H]2CCNC[C@H]2COC2=CC=C3OCOC3=C2)C=C1,0.87
AHOUVZDSUCJSFA-UHFFFAOYSA-N,CNC1=C2C=CC(I)=CC2=NC2=CC=C(OC)C=C12,2.14
AHPDAELLEBXGHK-UHFFFAOYSA-N,CS(=O)(=O)C1(C2=CC(N3CCOCC3)=NC(C3=CC=NC4=C3C=CN4)=N2)CC1,2.2
AHPIVIUDORXVPM-CALCHBBNSA-N,CO[C@H]1C[C@@H](N2C(=O)N(C)C3=CN=C4C=C(F)C(C5=CC=C(NCCN(C)C)N=C5)=CC4=C32)C1,1.7
AHPYZYXYONXLQJ-UHFFFAOYSA-N,COC1=CC(NC(=O)C2=C(N)N(CC3=CC=C(CN4CCOCC4)C=C3)N=N2)=NC(OC)=N1,2.1
AHQASDPCJPXGHL-UHFFFAOYSA-N,CCOC(=O)C1=CC(C#N)=C(N2CCC(C(=O)NS(=O)(=O)CC3=CC=C(F)C=C3F)CC2)N=C1C,2.9
AHQNSDADPQIERN-UHFFFAOYSA-N,CC(C)(CCC(=O)N1CCC2=C(C1)N(CC1=CC=CC(F)=C1)C1=NC=CC=C21)CC(=O)O,1.54
AHRMUGFBTQOUNO-UHFFFAOYSA-N,CC#CC1=CN=CC(C2=CC(C3(C4CC4)N=C(C)C(=N)N3)=CC=C2O)=C1,1.2
AHRSJDAOQNYYAI-UHFFFAOYSA-N,CN(C1=CC(CO)=CC=C1Cl)C1=NC(NC2=CC(N3CCOCC3)=CC(S(C)(=O)=O)=C2)=NC=C1F,3.7
AHSUYWYGPCFOHK-JTQLQIEISA-N,CCCNC(=O)[C@H](CC1=CNC=N1)NC(=O)CCN,-2.72
AHTSJPMFFNYOLP-UHFFFAOYSA-N,CCN1C=C(CN2CCN3C(=CC=C(N4C=NC(C)=C4)C3=O)C2=O)C2=CC=CC(C(F)(F)F)=C21,4.3
AHTZIFIBNCSFEG-UHFFFAOYSA-N,CCOC(=O)C1=C(C)C(CC2=CC=C(OCC)C=C2)=C(C)N1,4.5
AHVNWELDVAWIPM-HXUWFJFHSA-N,COCCN1CCC[C@@H](CN2C(C3=CC=CC=C3C)=NC3=C(SC(C4=CC=C(Cl)C=C4)=C3)C2=O)C1,5.6
AHWDTLQVUKDWIQ-OQLLNIDSSA-N,C=C1N/C(=C/C2=C(C)N(C3=CC=CC=C3C(F)(F)F)C(C)=C2)C(O)=C1C(=O)O,5.8
AHXRHPBYCUUMIS-UHFFFAOYSA-N,CCN(CC)CC1=CC(S(=O)(=O)C2=COC(S(N)(=O)=O)=C2)=CC=C1O,4.2
AHXZVJHTCXBPDD-UHFFFAOYSA-N,CC1=CC=C(C)N1NC1=CC=C(N(C)CC(C)O)N=N1,1.73
AHZBXSSTBLMSKB-UHFFFAOYSA-N,CCOC(=O)N1CCC2(CC1)OC21C2=CC=C(Cl)C=C2CCC2=CC=CN=C21,2.9
AHZCDPGRDIUCAT-UHFFFAOYSA-N,O/N=C(\NC1=CC=CC=C1)C1=CC=CC=C1C1=CC=CC=C1,4.32
AHZWRTZYYHFCCE-QAQDUYKDSA-N,CC1=CC=CC([C@H]2CC[C@H](C3=NN=C4CN(C)CC5=CC(Cl)=CC=C5N43)CC2)=N1,2.5
AIAGZIFHIUIDFP-UHFFFAOYSA-N,CN1CCC(N2C=C(NC3=NC(NC4(C)CC4)=C4C(=O)N(C)C=CC4=N3)C=N2)CC1,2.4
AIBBQHCKTYBAIQ-UHFFFAOYSA-N,CNC(=O)C1=C(C2=CC=C(O)C=C2)OC2=CC=C(O)C(CN3CCCC3)=C12,0.7
AIBJZSMLYKTKIK-UHFFFAOYSA-N,CNCC1=CN=C(C)C=C1OC1=CC=CC=C1OC1=CC=CC=C1,1.6
AIDCEWLKCYLDSM-UHFFFAOYSA-N,COC1=CC=C2N=C(C)C=C(OCC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C2=C1,6.22
AIECHGOVLRVAKS-BWNDKRECSA-N,C[C@H](OC1=CC=C2N=CC(/C=C/C3=NNN=N3)=C(C(F)F)C2=C1)C1=C(Cl)C=CC=C1Cl,3.3
AIEZQZWTYKTYFP-UHFFFAOYSA-N,CCCC(=O)C1=CC(C#N)=C(N2CCC(C(=O)NS(=O)(=O)CC3=CC=C(Cl)C=C3)CC2)N=C1C,3.4
AIFXAXRMMBWMAG-OVLUFEKXSA-N,CC(=O)N1C2=CC=C(C3=CC=C(C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)C=C3)C=C2[C@H](NC2=CC=C(Cl)C=C2)C[C@@H]1C,-0.7
AIIZGUNRDJPXHF-UHFFFAOYSA-N,CC1=CC(OCC2=NC(N)=NC(NCCC3=CC(Cl)=CC=C3Cl)=N2)=CC(N2CCCC2=O)=C1,3.46
AIJTTZAVMXIJGM-UHFFFAOYSA-N,CC1=C(F)C(N2CCNC(C)C2)=CC2=C1C(=O)C(C(=O)O)=CN2C1CC1,-0.72
AILRADAXUVEEIR-UHFFFAOYSA-N,COC1=CC(N2CCC(N3CCN(C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,2.66
AIMMPGMZHVMWCT-UHFFFAOYSA-N,CC1=CC=C(C#CC2=CSC(C)=N2)C=C1,3.9
AINIYOCWHWRKCA-UHFFFAOYSA-N,CC1=CC=NC(N2C=C(CN3CCC4(CC3)OCC3=CC=CC=C34)C(C)=N2)=C1,3.2
AIONOLUJZLIMTK-AWEZNQCLSA-N,COC1=CC=C([C@@H]2CC(=O)C3=C(O)C=C(O)C=C3O2)C=C1O,2.22
AIPWHVDDZUPBMQ-UHFFFAOYSA-N,N#CC1=CC=C(CN2N=C3CCNCCC3=CC2=O)C=C1,-0.1
AIQVVTYFNCZUGZ-UHFFFAOYSA-N,COC1=CC=C(C2=CC(C3=CC=C(C(=O)N4CCOCC4)C=C3)=CN=C2N)C=N1,2.0
AIRPKHJWBORGCV-UHFFFAOYSA-N,COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=C(O)NC5=CC=C(Cl)C=C45)CC3)C2=C1,2.8
AISMIGRIJQYZHW-NXTZNFLJSA-N,C[C@H]1C[C@@H](C2=CC=NC=C2NC(=O)C2=CC=C(F)C(C3=C(F)C=CC=C3F)=N2)C[C@@H](O)[C@@H]1O,3.0
AISRHAIYKNFXIL-IRXDYDNUSA-N,COC1=CC(N(CC2CC2)C2=CC=CC(C(F)(F)F)=C2)=CN=C1C(=O)[C@H]1C[C@@H]1C(=O)O,1.4
