OPENADMET_INCHIKEY,OPENADMET_CANONICAL_SMILES,logD
ZFNJYBMCIAGANQ-UHFFFAOYSA-N,CCN1CCC(NC(=O)C2=C(C)N3C=CN=C3C(N3CCN(C4=NC=CC=N4)CC3)=N2)CC1,1.2
ZFQPUBCFWGWYSG-UHFFFAOYSA-N,N#CC1=C(NCC2=CC=C(Cl)C=C2)NN2C(=O)C=C(CC3=CC=CC=C3)N=C12,3.23
ZFRMTOKAIQWRKF-INIZCTEOSA-N,O=C(NC1=CC=C(F)C=N1)[C@H](COCCO)OC1=NC=NC2=C1C=NN2C1=C(Cl)C=CC=C1Cl,2.7
ZFSDZECFUXGARZ-UHFFFAOYSA-N,CC1=C(Cl)C2=NC(C(F)(F)F)=C(C#N)C(N3CCC4(CCNC4=O)CC3)=C2N1,3.2
ZFSWKYURMTXPDV-BXUZGUMPSA-N,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCOC1)S(=O)(=O)C1=CC=C(Cl)C=C1,2.8
ZFSWKYURMTXPDV-SMDDNHRTSA-N,NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1CCOC1)S(=O)(=O)C1=CC=C(Cl)C=C1,2.8
ZFUHTPVRZYPXAQ-UHFFFAOYSA-N,CCOC(=O)C1=CC=C(C2=C(C3=CC=CC=C3)N=C3C=CC=CN23)C=C1,4.390000000000001
ZFUWAXQBSVUONN-UHFFFAOYSA-N,CN1C=CC(C(=O)N(CC(=O)NC2=CC(F)=CC(F)=C2)C2CCCCC2)=N1,3.0
ZFWNCCCNZIYJAQ-LYKKTTPLSA-N,CC(=O)N1CCN(C(=O)CC2=CC=C(Cl)C(Cl)=C2)C(CN2CC[C@H](O)C2)C1,1.2
ZFWQWZIPMKNTLV-UHFFFAOYSA-N,CN1C=C(C2=CC3=NC=NN3C(C3=CN(C4(CC#N)CN(CC(F)(F)F)C4)N=C3)=C2)C=N1,2.3
ZFXLYGMBPFOQTL-AEFFLSMTSA-N,CN1C=C(C2=CC=NC(N3N=CC4=CC(C(C)(C)C)=CC(F)=C4C3=O)=C2CO)N=C(NC(=O)[C@@H]2C[C@@H]2F)C1=O,1.3
ZFXSJTRRJVSPFL-UHFFFAOYSA-N,CC(C)(C)C1=NC2=CC(C3=CC=C(F)C=C3)=NN2C(N2CCNCC2)=C1,4.15
ZFXUXFSOSAAUIY-UHFFFAOYSA-N,O=C(C1=CC(C(F)(F)F)=NO1)N1CCCC(C2=CC3=NC=C(C4=CC=CC=C4)C=C3N2)C1,4.59
ZFXYFBGIUFBOJW-UHFFFAOYSA-N,CN1C(=O)C2=C(N=CN2)N(C)C1=O,-0.9766666666666667
ZFZJQTKCMPPENF-UHFFFAOYSA-N,N#CC1=C(C2=CC=C(C(F)(F)F)C=C2)C=C(NCCN2CCCCC2)N2C1=NC1=CC=CC=C12,3.78
ZGBFSYHMOOVKJW-UHFFFAOYSA-N,C1=CC(N2CCOCC2)=CC=C1C1=CC(C2=CC=C(N3CCOCC3)C=C2)=[Se+]C(C2=CC=C(N3CCOCC3)C=C2)=C1,1.2
ZGBJVCYZPBNSDK-MSKGHIIKSA-N,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NC(C1=CC=CC=C1)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,2.55
ZGCDZLDEEWFKEE-JGVFFNPUSA-N,CC1=C(Cl)C(Cl)=C(C(=O)N[C@@H]2CCN(C3=NC=C(C(=O)O)S3)C[C@@H]2Cl)N1,0.75
ZGCSJHMBKCQCMG-UHFFFAOYSA-N,CC1=CN=C(NC2=CC(N3CCNCC3)=CC(S(C)(=O)=O)=C2)N=C1NC1=CC=CC(CO)=C1,1.09
ZGDDULRRLLCPBU-UHFFFAOYSA-N,CN(C)C(=O)C1=CC=C2C(=C1)C(SC1=CC=CC=C1)=NN2C1=CC=C(C(=O)O)C=C1,1.0
ZGDNSSKAULWLPM-UHFFFAOYSA-N,CN1CCC(C2=CC(N3CCOCC3)=NC(C3=CC=CC4=C3C=CN4)=N2)(S(C)(=O)=O)CC1,1.9
ZGGABEHSCVFGRY-UHFFFAOYSA-N,CCC(CN(CC(=O)NC)C(=O)C1=CN(C)C(=O)C(C)=C1)C1=CC=CC=C1,2.8
ZGGVEUTUVCQEIJ-AOOOYVTPSA-N,O=C(NC1=CC=C(O[C@H]2CC[C@@H](C(=O)O)CC2)N=C1F)C1=NN=C(NC2=CC(F)=C(F)C=C2F)O1,1.8
ZGGXASXXNNQBCO-OALUTQOASA-N,COC1=CC=C2N=CC(=O)N(CCN3CC[C@H](NCC4=CC5=C(C=N4)OCCO5)[C@@H](F)C3)C2=C1,1.68
ZGHBXBLICFTIQX-UHFFFAOYSA-N,CC1=NN=C(N2CC3CCC(C2)C3NC2=NN(C(C)C)C(OC3=CC=CC(Cl)=C3)=N2)O1,3.6
ZGHGFDPBAVAWPZ-UHFFFAOYSA-N,CCNC(=O)NC1=C(C(=O)N2CCC(N3CCCC4(C3)NC(=O)N(CC)C4=O)CC2)C2=CC=CC=C2S1,2.44
ZGHNBPCNVXEKGL-UHFFFAOYSA-N,CC1=NC=C2C(=O)NC(C3=CC=C(C(C)(C)O)C=C3)=CN12,1.3
ZGIKWINFUGEQEO-UHFFFAOYSA-N,BrC1=CN=C2C=CC=CC2=C1,3.03
ZGIWQKYVOKNSLO-UHFFFAOYSA-N,C[S+]([O-])CCNCC1=CC2=C(S1)SC(S(N)(=O)=O)=C2,0.36
ZGIWZGNMDGBKKJ-UHFFFAOYSA-N,C1=CC=C(CN2N=CC3=C2CCNCC3)C=C1,0.2
ZGKUZTBMHBLUOR-SFHVURJKSA-N,CNC(=O)[C@H](CC1=CNC=N1)NC(=O)CN(CCCC1=CC=CC=C1)CC(=O)OC,1.1
ZGLMIQGBDRQCKA-UHFFFAOYSA-N,CC1=C(C(=O)CN2CCN(C3=CC=C(F)C=N3)CC2)N2C=CC=CC2=N1,2.8
ZGLSSMLTSFMJNT-UHFFFAOYSA-N,COC1=CC=C(Cl)C=C1S(=O)(=O)N1COC2=CC=C(C(=O)NC3=CC=C(C(=O)O)C(Cl)=C3)C=C21,0.09
ZGNDXVMRUDEMFA-UHFFFAOYSA-N,N=C(NC1CCCCC1)C1=CC=CC=C1C1=CC=CC=C1,2.87
ZGQCYSSHCOEWIX-UHFFFAOYSA-N,NS(=O)(=O)C1=CC2=C(SC(CNCCF)=C2)S1,5.04
ZGQSFMMEFPVNJO-PUAOIOHZSA-N,COC1=CC(F)=CC([C@@H](CO)NC(=O)[C@@H](C)N2CC3=CC=C(C4=NC(NC5=CC=NC(OC)=C5)=NC=C4Cl)C=C3C2=O)=C1,4.2
ZGQXHYGEONUMTE-KRWDZBQOSA-N,CC1=C(C2=CC3=C(C(=O)N([C@@H](C)C4CC4)C3)C(S(=O)(=O)NC3COC3)=C2)SC(NC2=CC=CC(N3CCOCC3=O)=N2)=N1,3.5
ZGQZHFQLQHRXCO-UHFFFAOYSA-N,O=C(O)COC1=CC=C(OCC2=CN(C3=C(Cl)C=CC=C3Cl)N=N2)C=C1F,2.16
ZGSSRMCYVIDZBN-HXUWFJFHSA-N,CN1CC(C#CC#CC2=CN3C(=O)N(CC[C@](C)(C(O)=NO)S(C)(=O)=O)CC3=C2)C1,0.3
ZGTCAOPXCPIFNE-AKJBCIBTSA-N,C[C@@H]1CC2=C(NC3=CC=CC=C23)[C@@H](C2=C(F)C=C(OCCN3CC(CF)C3)C=C2F)N1C(=O)C(C)(C)F,3.2
ZGTUPVARQFXAIR-UHFFFAOYSA-N,CC1=CC=CC(NC2=NC=C([N+](=O)[O-])C(NC3=CC=C4NC=NC4=C3)=N2)=C1,3.2
ZGTVIPBFKINCKK-INIZCTEOSA-N,C[C@H]1COCCN1C1=CC(CS(C)(=O)=O)=NC(C2=CC=C(NC(=O)NC3=CC=C(F)C=C3)C=C2)=N1,3.8
ZGTZYNWIGMRJHK-RCBQFDQVSA-N,CNC(=O)C1=NN([C@@H](C)C2=CC=CC(Cl)=C2)C(C(=O)N[C@H]2CC[C@H](O)CC2)=C1,3.7
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C21,4.812666666666666
ZGUKBYAGUXPWLB-RMDSEJHCSA-N,N[C@H]1C[C@@H](CO)[C@H](C2=CC=C(C3=CC(C(=O)O)=CC4=CC(C5=CC=C(C(F)(F)F)C=C5)=CC=C34)C=C2)C1,0.96
ZGVGUMSYAIMDNW-PTLVVNQVSA-N,CC1=CN=CC(C2=NC(C3=NC(=O)ON3)=NC3=C2N(C[C@H]2CC[C@H](C)CC2)C(N2CCOC[C@H]2C2=CC=CC=C2)=N3)=C1,2.17
ZGVJXSGTZGDJNP-GOTSBHOMSA-N,CON/C(=N\[C@@H](CC1=CC=C(C2=C(OC)C=CC=C2OC)C=C1)C(=O)O)[C@@H]1CCN1S(=O)(=O)C1=CC=CC=C1,2.8
ZGVKFIQBGUKMJO-ZHACJKMWSA-N,CCCN(CC1=CC=CC=C1)CC1=CC=C(/C=C/C(O)=NO)O1,2.54
ZGWDQVVMELTLSM-UHFFFAOYSA-N,CN(C)CCNC1=NC=CC(C2=C(C3=CC=C(F)C=C3)N=C(C3CCNCC3)S2)=N1,1.07
ZGWIANJLTUAFCA-UHFFFAOYSA-N,CC(=O)NC1=CC(NC2=NC3=C(C#N)C=NN3C(NC3=NN(C)C=C3)=C2)=CC=C1C,2.1
ZGWKNMYDLPYDLM-UHFFFAOYSA-N,CN(C1=CC=CN=C1)C1=CN=C(NCC2=C(F)C=CC3=C2CCO3)N2C=NN=C12,2.6
ZGWQKTRTQCXCKS-UHFFFAOYSA-N,CC(=O)N1CCC2=CC(C3=CN=C(NC4CCNCC4)C4=C3C=C(C)C(=O)N4)=CC=C21,1.4
ZGZHIZGGBVRDRN-AEFFLSMTSA-N,CN1N=C(C2=CC=NC(N3N=CC4=CC(C(C)(C)C)=CC(F)=C4C3=O)=C2CO)C=C(NC(=O)[C@@H]2C[C@@H]2F)C1=O,1.7
ZGZLGEKWWVAQMX-UHFFFAOYSA-N,CCCNC1=NS(=O)(=O)C2=C(C=C(Cl)S2)N1,2.42
ZHAOOFZADLADEF-UHFFFAOYSA-N,O=C(O)C1=CC(NC(=O)C2=C(CC3CCCCCC3)NC(C3=CC=C4C=CC=CC4=C3)=C2)=CC(C(=O)O)=C1,1.4
ZHBNPUBQQMJTLK-UHFFFAOYSA-N,O=C(CN1C=CC=CC1=O)NC1=CC2=CC=CC=CC2=C1,1.85
ZHBQVFWGAQTZHO-NDEPHWFRSA-N,CCN1C=C([C@]2(C3=CC=CC(NC(=O)C4=CC=C(Cl)C=N4)=C3)N=C(N)C3=C(F)C=CC=C32)C=C(C)C1=O,3.0
ZHBWEFYITNIJOW-NSHDSACASA-N,CNC(=O)C1=CC(C(=O)NCCO)=C([C@@H](C)C2=CC=CC=C2)O1,2.3
ZHCBQONXFWZVIC-UHFFFAOYSA-N,CCC1=NN=CC(C2=CN=NC(CC)=N2)=N1,1.6
ZHCMIAZKTLUANT-UHFFFAOYSA-N,O=S(=O)(C1=CC=C(F)C=C1)N(CC1=CC=C(F)C=C1)CC1=CC=CC=N1,4.7
ZHCNNNSIAGJUCI-INIZCTEOSA-N,COC1=CC(C)=C(NC2=NC(C)=CN([C@@H](CF)C3CC3)C2=O)C=C1C,4.2
ZHDLQWCRZPIIAQ-YXOCPYSXSA-N,CC[N@+]1(C[C@@H](CC(=O)[O-])C2=CC=CC(N3N=C(C)C=C3C)=C2)CC[C@@H](CCC2=CC=C3CCCNC3=N2)C1,2.8
ZHDNEACRUBAOJY-UHFFFAOYSA-N,COCC(=O)NC1CCCN(CC2=CC3=NC(C4=CC=CC5=C4C=CN5)=NC(N4CCOCC4)=C3S2)C1,5.0
ZHDPCEDWVBEHRX-WXVAWEFUSA-N,CC1=CC=C(C(=O)NC2CC2)C=C1N1C=CN=C(N[C@@H](C2=CC=CC=C2)[C@@H](C)CN2CCCCC2)C1=O,3.0
ZHDZEUMVTTWVJV-JOCHJYFZSA-N,CN1C=C(C2=CC=C(C(=O)N(C3=NC=CC4=CC=CC=C34)[C@@H]3CCCNC3)C=C2)C=N1,0.9
ZHEMTFFZOIAZET-CYERJIOLSA-O,CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(OC(=O)/C=C/N3CCC(COCCC[P+](C4=CC=CC=C4)(C4=CC=CC=C4)C4=CC=CC=C4)CC3)[C@@H](NC(=O)C3=CC=CC=C3)C3=CC=CC=C3)C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)C2(C)C,1.3
ZHJHLRFDGLGYCX-NSHDSACASA-N,COC1=CC2=C(OC[C@@H]3CCC(=O)N3)C=CC=C2C=C1C(N)=O,1.5
ZHJUHFJZXPIBHF-LUAWRHEFSA-N,CO/N=C(/C)C12CCCN(CC1)C2,0.26
ZHJUHFJZXPIBHF-PKNBQFBNSA-N,CO/N=C(\C)C12CCCN(CC1)C2,-1.13
ZHKWNAWWDNBHOK-UHFFFAOYSA-N,C1=CC=C2OC(C3=CSC(C4CCN(CC5=NC6=CC=CC=C6O5)CC4)=N3)=CC2=C1,4.6
ZHKXSTJFXIMBBI-DENIHFKCSA-N,O=C(O)C[C@H](CN1CC[C@@H](CCC2=CC=C3CCCNC3=N2)C1)C1=CC=CC(N2C=NN=C2)=C1,1.05
ZHLAKLNFEZYKHL-UHFFFAOYSA-N,NC1=NC(N2C=C(C(=O)O)C(=O)C3=CC(F)=C(N4CC(N)C4)C(Cl)=C32)=C(F)C=C1F,-0.3
ZHLMDGGVEXYXHM-UHFFFAOYSA-N,FC(F)(F)C1=CC=C(CN2CCC(N(C3=CC=C(C(F)(F)F)C=C3)C3=CC=CN=C3)CC2)C=C1,2.5
ZHMLSGOGTNVURP-UHFFFAOYSA-N,CCC1=CC2=C(C=C1Cl)N(CCC(=O)O)C(=O)O2,1.92
ZHNZTZWWAQWWTK-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(NC(=S)NC(CC(=O)O)C(=O)O)C=C1,0.05
ZHOWKHLSVSSENE-JYOAFUTRSA-N,C/C=C(/C)C#CC1=CC=C(CCC(=O)O)C(F)=C1,1.79
ZHPAIQLXCBMDSK-UHFFFAOYSA-N,COC1=CC=C(F)C2=C1C(NS(=O)(=O)C1=CC=C(Cl)S1)=NN2CC1=CC=CC(CNC(C)=O)=C1,4.0
ZHSJZVFWIJYSJV-UHFFFAOYSA-N,NC1=CC=C2CCN(CCCCC3=CC=CC=C3)CC(O)C2=C1,1.58
ZHSPLCRKVQNOGM-VXLWULRPSA-N,CC1=NN=C(C)N1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)C2=CC=CC=C2)CC1,1.2
ZHTCMCJOZOJPBH-HDJSIYSDSA-N,CN(C)[C@H]1CC[C@H](NC2=NC=NC3=C2C(C2CCC2)=CN3)CC1,1.5
ZHUACRFGHOXTJG-UHFFFAOYSA-N,COC1=CC=CC2=C1C(NS(=O)(=O)C1=CC=C(C)C(F)=C1)=NN2CC1=CC=CC(CNC(=O)C(C)(C)O)=C1,4.5
ZHUVLOAXRULSIC-UHFFFAOYSA-N,CC1(C2=CC=C(C#N)C=C2)NC(=O)N(CC(=O)C2=CC=CC=N2)C1=O,2.03
ZHVQXJZQHWNCES-UHFFFAOYSA-N,CC(C1=CC=CC=C1)N1CCN(CC2=CC=C(C(O)=NO)C=C2)CC1,2.1
ZHWMDTYHZGHQMK-UHFFFAOYSA-N,CC1=CC(OCC2CCCO2)=CC=C1C1=CC=C(COC2=NC=CC=C2C(N)=O)N=C1,2.8
ZHXUSEQUGZXZDQ-UHFFFAOYSA-N,CCC1=CC=C(N(CC(C)C)S(=O)(=O)C2=CC=C(NCC3CCOCC3)C(S(C)(=N)=O)=C2)C=C1,5.3
ZHYFENVYUKWFHL-UHFFFAOYSA-N,CC1=CN(C2=CC=C(F)C=C2)C2=CC=C(C(=O)NS(C)(=O)=O)C=C12,1.1
ZHZJGNQEDNIJJP-UHFFFAOYSA-N,COC1=CC(NC2=CC(OC3=CC=C(C)N=C3C)=CC=N2)=CC(OC)=C1OC,3.0
ZHZJSDXGTSOPEQ-UHFFFAOYSA-N,COC1=CC=C(Cl)C=C1S(=O)(=O)N1COC2=CC=C(C(=O)NC3=CC=C(C(=O)O)C(F)=C3)C=C21,0.35
ZHZRYPWKMPTDMQ-SANMLTNESA-N,CN1CC2=CC(N3C=C(C#N)C4=CC(OC5=CC=C(NC(=O)[C@@H]6CCCN6)C=C5)=CC=C43)=CC=C2C1=O,3.0
ZIAICQQANCNQNU-JLHYYAGUSA-N,COC1=CC=CC=C1N1CCN(CCCCNC(=O)/C=C/C2=CC=C(F)C=C2)CC1,2.07
ZIARXDKGCMMEGA-DABQJJPHSA-N,COC1=CC=CN2N=C(N[C@@H]3[C@@H]4CC[C@H]3CN(C3=NC(C)=NS3)C4)N=C12,2.59
ZIBAHCFPPOHWMP-UHFFFAOYSA-N,CNC1=NC(NCCCN(C)C)=C2SC(C3=CC4=NON=C4C=C3)=CC2=N1,3.3
ZIBFVPTZAFZWTO-UHFFFAOYSA-N,CC1=C(C2=CN=C(N)N=C2)C=CC2=C1N(C1CC1)C(=O)C1=C2OC=N1,1.32
ZIBHVERILBHVJF-AAJLLMFJSA-N,CN1C=C([C@H]2C[C@H]3[C@@H](CF)SC(=N)N[C@@]3(C3=CC=C(F)C=C3F)CO2)C=N1,2.2
ZIDFYXVTCXLOGQ-SGACFCDWSA-N,CCCC[C@H](NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](C)NC(=O)[C@@H](CCC(=O)O)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,-3.86
ZIDQVHAUJXUJDV-UHFFFAOYSA-N,CN1CC(N2C=C(NC3=NC(NC4(C)CC4)=C4C(=O)N(C)C=CC4=N3)C=N2)CCC1=O,2.4
ZIDVHLLOHYVUEZ-UHFFFAOYSA-N,CC1=C(C2=CC=CC=C2)N=C2C=CC(Br)=CC2=C1C(=O)NCC(CCCC(=O)O)C1=CC=CC=C1Cl,2.3
ZIFCMJKHIXABHJ-UHFFFAOYSA-N,COC1=CC2=NC=NC(N3CCN(C(=O)NC4=CC=C([N+](=O)[O-])C=C4)CC3)=C2C=C1OC,3.22
ZIFMSJFNDILPAB-UHFFFAOYSA-N,CC(C)(C)NC(=O)C1=C2C(O)=CC=CC2=C(O)N1CC1=CC=CC=C1C1=CC=CC=C1,4.6
ZIGMHTYHYYALMS-UHFFFAOYSA-N,COC1=CC=C(Cl)C=C1CN1C(=O)OCC2=CC=C(C(=O)NC3=CC=C(CC(=O)O)C=C3)C=C21,0.06
ZIHZRRYJVFYYED-UHFFFAOYSA-N,COC1=CC=C2N=CC(=O)N(CC(N)C3(F)CCC(NCC4=CC=C5OCC(=O)NC5=N4)CC3)C2=C1,0.25
ZIIXOXVBEACGII-OAHLLOKOSA-N,C[C@@H]1CCCN1CCC1=CC=C(C2=CC=C(S(N)(=O)=O)C=C2)C=C1,1.8
ZINIPRIVILXKJX-KRWDZBQOSA-N,C[C@H]1COCCN1C1=CC(C2(S(=O)(=O)CCCO)CC2)=NC(C2=CC=C(NC(=S)NC3CC3)C=C2)=N1,2.2
ZINLARKOVIPOJW-UHFFFAOYSA-N,COC1=CC=C(NS(=O)(=O)C2=C(C)C3=CC(Cl)=CC=C3S2)C=C1N1CCN(C)CC1,2.99
ZIPGXLPLMWBESM-UHFFFAOYSA-N,CN1CCC2=C(C1)N(C1=CC=C(CN3CCCC3=O)C=C1)N=C2C(F)(F)F,2.0
ZIPVHRZKHICRCG-UHFFFAOYSA-N,CC1=CC(F)=CC=C1N1C=C(C2=CN=C3C=CC(NC4CCN(C)CC4)=NN23)C=N1,2.9
ZIQNVVREPNIIRD-UHFFFAOYSA-N,O=C1NC2=C(O)C=CC(CCNCCS(=O)(=O)CCCOCCNC3=CC=CC=C3)=C2S1,1.98
ZIQPYQDHSBARGA-UHFFFAOYSA-N,C=C(N(C)CC1=CC=C(C2=CC=CC=C2)C=C1)N1CCN(C(C)C)CC1,1.8
ZIRLSDURNFSHLL-UHFFFAOYSA-N,COC1=CC=C(Cl)C=C1S(=O)(=O)N(C)C1=CC=CC(C(=O)NC2=NC(CC(=O)O)=CS2)=C1,0.02
ZISZDFROUCQXSA-UHFFFAOYSA-N,CC1=C(C2=CC=CN=C2)N(C2=CC=C(Cl)C=C2Cl)N=C1CNC1CCCC1,2.9
ZITSKYTZPQBZEZ-UHFFFAOYSA-N,COC1=CC=C(N2C(=O)C(C)(C)C2C2=CC=CC3=NC=CN=C23)C=C1,3.7
ZIUDQFYRAHNONU-UHFFFAOYSA-N,CC1=CC2=C(C3=CC=CC(O)=C3)C=NC(NC3CCNCC3)=C2NC1=O,1.3
ZIUUKBLFTGUUNB-OUKQBFOZSA-N,C#CCN(C)/N=N/C1=CC=C(C(=O)O)C=C1,0.0
ZIUYZOGCNJEFPD-QXIHQKPUSA-N,CN1CCCN[C@@H](CC2=CC=C(Cl)C=C2)CC(=O)N[C@H]2CCC3=CC=CC=C3N(CC(=O)N[C@H](CC3=CC=C(Cl)C(Cl)=C3)CC1=O)C2=O,4.3
ZIWRQEOBKYNZIV-BTLCHPSKSA-N,COC(=O)C1C(CN2CC(F)(F)C[C@H]2C(=O)O)=NC(C2=NC=CS2)=N[C@@]1(C)C1=CC=C(F)C=C1,0.25
ZIXMLEHVDNDNCK-UHFFFAOYSA-N,CC1=C(C(=O)NCCC2=CSC(C3=CC=CC=C3)=N2)OC=C1,3.5
ZIYYBDPJTSXAFA-UHFFFAOYSA-N,O=C(C1=NC=C(Cl)C=C1O)N1CCC2(CCC2)C1,4.9
ZIZPSSXZSNIUPK-UHFFFAOYSA-N,NS(=O)(=O)C1=NN=C(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S1,1.525
ZJAUTHLNFQEQPV-UHFFFAOYSA-N,N#CC1=C(C(F)(F)F)C=C(NC2=CC=C(OC(F)(F)F)C=C2)N2C1=NC1=CC=CC=C12,5.34
ZJBDICRKAFUJEV-TYVLQRECSA-N,CCC1=CC=CC([C@H]2CN3CCC4=CC(OC)=C(OC)C=C4[C@@H]3CC2N)=C1,1.7
ZJCKEJXKMKEPDQ-SAABIXHNSA-N,CNC(=O)C1=CC(C(=O)N[C@H]2CC[C@H](O)CC2)=CC(CC2=CC=CC=C2)=N1,3.1
ZJDFATZDGUFFTP-UHFFFAOYSA-N,FC(F)(F)C1=NC=CC(N2CCC(CNC3=NN4C(Cl)=NN=C4C=C3)CC2)=N1,2.8
ZJDLPRJGRPALAH-KGNCLDLBSA-N,COC1=CC2=C(C=C1OC)[C@@H]1CC(N)[C@@H](C3=CC=CC(Cl)=C3)CN1CC2,1.7
ZJDRWNJIMXVJQG-UHFFFAOYSA-N,CC1=C(O)C(=O)C=CN1CCO,-1.34
ZJDYCRJHNJURLB-UHFFFAOYSA-N,O=C1NC2=C(O)C=CC(CCNCCSCCCOCCC3=CC=CC=C3)=C2S1,2.86
ZJEGOONOBZYPCN-LJQANCHMSA-N,CNC1(C#CC#CC2=CN3C(=O)N(CC[C@](C)(C(O)=NO)S(C)(=O)=O)CC3=C2)CC1,1.4
ZJFAWFGHUQTDMU-UHFFFAOYSA-O,C[N+]1=C(/C=N/O)N(CCCNS(=O)(=O)C2=CC=CC=C2)C=C1,-1.89
ZJGPYSQTJSMQNL-BHYZAODMSA-N,CC1=CC(C)=CC(C[C@H]2CCCCN2C(=O)CN2C(=O)[C@@H](CC3=C4C=CC=CC4=NN3)C3=NN=C(C4=CC=CC=C4)N3C3=CC=CC=C32)=C1,5.6
ZJGUMZXUUHJRMH-UHFFFAOYSA-N,CN1C(C(F)(F)F)=NC2=CC=C(Cl)C=C21,4.02
ZJGWNGRVSUFGBL-UHFFFAOYSA-N,CC(C)N1C=C(C(=O)C2=CN=CC(NC(=O)CC3=CC=C(Cl)C=C3)=C2)C2=CN=C(N)N=C21,4.2
ZJHLKLRWORVGKO-UHFFFAOYSA-N,CC1=CSC2=C1N=C(C1=CC=C(C(C)(C)O)C=C1)NC2=O,2.5
ZJIQEAXGKFPTII-IAGOWNOFSA-N,COC1=CC=CC2=C1NC1=C2CN(C(=O)[C@@H]2CCCC[C@H]2C(=O)NC2(C#N)CC2)CC1,2.7
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,CC1=CN=C(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCCCC3)C=C2)C=N1,1.0274999999999999
ZJJZCHNTRMUXMT-UHFFFAOYSA-N,CC1=NC=C(C2=NC(NC3=CC=C(C(=O)N4CCCN(C)CC4)C=C3)=NC=C2F)N1C(C)C,2.0
ZJKNESGOIKRXQY-UHFFFAOYSA-N,CSC1=CC=C(C(=O)C2=C(C)NC(=O)N2)C=C1,2.32
ZJKUETLEJYCOBO-UHFFFAOYSA-N,CN(CCO)C(=O)C1=CC=C(C(=C2CCN(CC3=CSC=N3)CC2)C2=CC=CC3=CC=CN=C23)C=C1,1.6
ZJLSDAKAVWAVQI-UHFFFAOYSA-N,NCC1=CSC(NC(=O)C2=CC3=CC=CC=C3N2CC2=CC=CC=C2)=N1,2.7
ZJNCSVNEBXBLRY-UHFFFAOYSA-N,NC1=NN=C(C2=CC=CC(NS(=O)(=O)C3=CC=CC([N+](=O)[O-])=C3)=C2)S1,2.36
ZJNLXQGQBWLKIU-UHFFFAOYSA-N,CS(=O)(=O)NC1=CC=C2NC(CN3CCC(CC4=CC=C(I)C=C4)CC3)=NC2=C1,3.54
ZJNOFVWBFPLUNA-UHFFFAOYSA-N,N#CC1=CC=CC(CCN(CC2=CC=C3OCOC3=C2)C2=NC(C#N)=NC=C2F)=C1,2.12
ZJNVQCQCAACIOY-UHFFFAOYSA-N,CC(=O)N1CCN(C)CC1(C)C1=NC(=O)C(O)=C(C(=O)NCC2=CC=C(F)C=C2)N1,0.9
ZJOFXUHWYKVIDA-WMCAAGNKSA-N,CCN1C(C2=CN=C(C)N=C2)=NC2=C(O[C@H]3CCN(C(=O)C4CCOC4)C3)N=CN=C21,0.7
ZJOPJJAUBMFPHS-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C2=NN=C(SCC(=O)NC3=CC=C(Br)C=C3Cl)N2C)C=C1,3.611
ZJPPOACEORQZNM-UHFFFAOYSA-N,CNC(=O)OCC1=C2C(OC(C)=O)CCN2C2=C1C(=O)C(OC)=C(Cl)C2=O,2.08
ZJPRHECZJLPOIQ-UHFFFAOYSA-N,CC(C)(O)C1=CC=C(N2CC3=C(C=CN=C3C3=CC=CC=C3OCC(F)(F)F)C2=O)C=C1,2.37
ZJRAHAOGKBGQKG-JGLNRKDHSA-N,CNC(=O)C1=CC=C(C2=CC=C(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)C=C2)C=C1,0.8
ZJRNPKXWYGUCBR-UHFFFAOYSA-N,CC1=NN(C)C(OC2=CC=CC(F)=C2F)=C1C(=O)N1CCCCC1C1=CC=CN=C1,2.6
